country,admin1,intervention_group,date,completeness
MRT,MRT.13_1,school_closed,2020-05-08,Complete
MRT,MRT.13_1,nursing_home_closed,2020-05-08,Complete
MRT,MRT.13_1,office_closed,2020-05-08,Complete
MRT,MRT.13_1,entertainment_closed,2020-05-08,Complete
MRT,MRT.13_1,restaurant_closed,2020-05-08,Complete
MRT,MRT.13_1,store_closed,2020-05-08,Complete
MRT,MRT.13_1,public_transport_closed,2020-05-08,Complete
MRT,MRT.13_1,public_space_closed,2020-05-08,Complete
MRT,MRT.13_1,social_group_limits,2020-05-08,Complete
MRT,MRT.13_1,contact_tracing,2020-05-08,Complete
MRT,MRT.13_1,testing_symp,2020-05-08,Complete
MRT,MRT.13_1,testing_asymp,2020-05-08,Complete
MRT,MRT.13_1,enforcement_deployed,2020-05-08,Complete
MRT,MRT.13_1,state_of_emergency,2020-05-08,Complete
MRT,MRT.13_1,mask,2020-05-08,Complete
MRT,NA,closed_border,2020-05-08,Complete
MRT,NA,symp_screening,2020-05-08,Complete
MRT,NA,quar_iso,2020-05-08,Complete
MRT,NA,household_confined,2020-05-08,Complete
MRT,NA,limited_mvt,2020-05-08,Complete
MRT,NA,school_closed,2020-05-08,Complete
MRT,NA,nursing_home_closed,2020-05-08,Complete
MRT,NA,office_closed,2020-05-08,Complete
MRT,NA,entertainment_closed,2020-05-08,Complete
MRT,NA,restaurant_closed,2020-05-08,Complete
MRT,NA,store_closed,2020-05-08,Complete
MRT,NA,public_transport_closed,2020-05-08,Complete
MRT,NA,public_space_closed,2020-05-08,Complete
MRT,NA,social_group_limits,2020-05-08,Complete
MRT,NA,contact_tracing,2020-05-08,Complete
MRT,NA,testing_symp,2020-05-08,Complete
MRT,NA,testing_asymp,2020-05-08,Complete
MRT,NA,enforcement_deployed,2020-05-08,Complete
MRT,NA,state_of_emergency,2020-05-08,Complete
MRT,NA,mask,2020-05-08,Complete
USA,USA.5_1,closed_border,2020-05-08,Complete
USA,USA.5_1,symp_screening,2020-05-08,Complete
USA,USA.5_1,quar_iso,2020-05-08,Complete
USA,USA.5_1,household_confined,2020-05-08,Complete
USA,USA.5_1,limited_mvt,2020-05-08,Complete
USA,USA.5_1,school_closed,2020-05-08,Complete
USA,USA.5_1,nursing_home_closed,2020-05-08,Complete
USA,USA.5_1,office_closed,2020-05-08,Complete
USA,USA.5_1,entertainment_closed,2020-05-08,Complete
USA,USA.5_1,restaurant_closed,2020-05-08,Complete
USA,USA.5_1,store_closed,2020-05-08,Complete
USA,USA.5_1,public_transport_closed,2020-05-08,Complete
USA,USA.5_1,public_space_closed,2020-05-08,Complete
USA,USA.5_1,social_group_limits,2020-05-08,Complete
USA,USA.5_1,contact_tracing,2020-05-08,Complete
USA,USA.5_1,testing_symp,2020-05-08,Complete
USA,USA.5_1,testing_asymp,2020-05-08,Complete
USA,USA.5_1,enforcement_deployed,2020-05-08,Complete
USA,USA.5_1,state_of_emergency,2020-05-08,Complete
USA,USA.5_1,mask,2020-05-08,Complete
USA,NA,closed_border,2020-05-08,Complete
USA,NA,symp_screening,2020-05-08,Complete
USA,NA,quar_iso,2020-05-08,Complete
USA,NA,household_confined,2020-05-08,Complete
USA,NA,limited_mvt,2020-05-08,Complete
USA,NA,school_closed,2020-05-08,Complete
USA,NA,nursing_home_closed,2020-05-08,Complete
USA,NA,office_closed,2020-05-08,Complete
USA,NA,entertainment_closed,2020-05-08,Complete
USA,NA,restaurant_closed,2020-05-08,Complete
USA,NA,store_closed,2020-05-08,Complete
USA,NA,public_transport_closed,2020-05-08,Complete
USA,NA,public_space_closed,2020-05-08,Complete
USA,NA,social_group_limits,2020-05-08,Complete
USA,NA,contact_tracing,2020-05-08,Complete
USA,NA,testing_symp,2020-05-08,Complete
USA,NA,testing_asymp,2020-05-08,Complete
USA,NA,enforcement_deployed,2020-05-08,Complete
USA,NA,state_of_emergency,2020-05-08,Complete
USA,NA,mask,2020-05-08,Complete
TCD,TCD.22_1,closed_border,2020-05-08,Complete
TCD,TCD.22_1,symp_screening,2020-05-08,Complete
TCD,TCD.22_1,quar_iso,2020-05-08,Complete
TCD,TCD.22_1,household_confined,2020-05-08,Complete
TCD,TCD.22_1,limited_mvt,2020-05-08,Complete
TCD,TCD.22_1,school_closed,2020-05-08,Complete
TCD,TCD.22_1,nursing_home_closed,2020-05-08,Complete
TCD,TCD.22_1,office_closed,2020-05-08,Complete
TCD,TCD.22_1,entertainment_closed,2020-05-08,Complete
TCD,TCD.22_1,restaurant_closed,2020-05-08,Complete
TCD,TCD.22_1,store_closed,2020-05-08,Complete
TCD,TCD.22_1,public_transport_closed,2020-05-08,Complete
TCD,TCD.22_1,public_space_closed,2020-05-08,Complete
TCD,TCD.22_1,social_group_limits,2020-05-08,Complete
TCD,TCD.22_1,contact_tracing,2020-05-08,Complete
TCD,TCD.22_1,testing_symp,2020-05-08,Complete
TCD,TCD.22_1,testing_asymp,2020-05-08,Complete
TCD,TCD.22_1,enforcement_deployed,2020-05-08,Complete
TCD,TCD.22_1,state_of_emergency,2020-05-08,Complete
TCD,TCD.22_1,mask,2020-05-08,Complete
TCD,TCD.15_1,closed_border,2020-05-08,Complete
TCD,TCD.15_1,symp_screening,2020-05-08,Complete
TCD,TCD.15_1,quar_iso,2020-05-08,Complete
TCD,TCD.15_1,household_confined,2020-05-08,Complete
TCD,TCD.15_1,limited_mvt,2020-05-08,Complete
TCD,TCD.15_1,school_closed,2020-05-08,Complete
TCD,TCD.15_1,nursing_home_closed,2020-05-08,Complete
TCD,TCD.15_1,office_closed,2020-05-08,Complete
TCD,TCD.15_1,entertainment_closed,2020-05-08,Complete
TCD,TCD.15_1,restaurant_closed,2020-05-08,Complete
TCD,TCD.15_1,store_closed,2020-05-08,Complete
TCD,TCD.15_1,public_transport_closed,2020-05-08,Complete
TCD,TCD.15_1,public_space_closed,2020-05-08,Complete
TCD,TCD.15_1,social_group_limits,2020-05-08,Complete
TCD,TCD.15_1,contact_tracing,2020-05-08,Complete
TCD,TCD.15_1,testing_symp,2020-05-08,Complete
TCD,TCD.15_1,testing_asymp,2020-05-08,Complete
TCD,TCD.15_1,enforcement_deployed,2020-05-08,Complete
TCD,TCD.15_1,state_of_emergency,2020-05-08,Complete
TCD,TCD.15_1,mask,2020-05-08,Complete
TCD,TCD.14_1,closed_border,2020-05-08,Complete
TCD,TCD.14_1,symp_screening,2020-05-08,Complete
TCD,TCD.14_1,quar_iso,2020-05-08,Complete
TCD,TCD.14_1,household_confined,2020-05-08,Complete
TCD,TCD.14_1,limited_mvt,2020-05-08,Complete
TCD,TCD.14_1,school_closed,2020-05-08,Complete
TCD,TCD.14_1,nursing_home_closed,2020-05-08,Complete
TCD,TCD.14_1,office_closed,2020-05-08,Complete
TCD,TCD.14_1,entertainment_closed,2020-05-08,Complete
TCD,TCD.14_1,restaurant_closed,2020-05-08,Complete
TCD,TCD.14_1,store_closed,2020-05-08,Complete
TCD,TCD.14_1,public_transport_closed,2020-05-08,Complete
TCD,TCD.14_1,public_space_closed,2020-05-08,Complete
TCD,TCD.14_1,social_group_limits,2020-05-08,Complete
TCD,TCD.14_1,contact_tracing,2020-05-08,Complete
TCD,TCD.14_1,testing_symp,2020-05-08,Complete
TCD,TCD.14_1,testing_asymp,2020-05-08,Complete
TCD,TCD.14_1,enforcement_deployed,2020-05-08,Complete
TCD,TCD.14_1,state_of_emergency,2020-05-08,Complete
TCD,TCD.14_1,mask,2020-05-08,Complete
TCD,TCD.13_1,closed_border,2020-05-08,Complete
TCD,TCD.13_1,symp_screening,2020-05-08,Complete
TCD,TCD.13_1,quar_iso,2020-05-08,Complete
TCD,TCD.13_1,household_confined,2020-05-08,Complete
TCD,TCD.13_1,limited_mvt,2020-05-08,Complete
TCD,TCD.13_1,school_closed,2020-05-08,Complete
TCD,TCD.13_1,nursing_home_closed,2020-05-08,Complete
TCD,TCD.13_1,office_closed,2020-05-08,Complete
TCD,TCD.13_1,entertainment_closed,2020-05-08,Complete
TCD,TCD.13_1,restaurant_closed,2020-05-08,Complete
TCD,TCD.13_1,store_closed,2020-05-08,Complete
TCD,TCD.13_1,public_transport_closed,2020-05-08,Complete
TCD,TCD.13_1,public_space_closed,2020-05-08,Complete
TCD,TCD.13_1,social_group_limits,2020-05-08,Complete
TCD,TCD.13_1,contact_tracing,2020-05-08,Complete
TCD,TCD.13_1,testing_symp,2020-05-08,Complete
TCD,TCD.13_1,testing_asymp,2020-05-08,Complete
TCD,TCD.13_1,enforcement_deployed,2020-05-08,Complete
TCD,TCD.13_1,state_of_emergency,2020-05-08,Complete
TCD,TCD.13_1,mask,2020-05-08,Complete
TCD,TCD.12_1,closed_border,2020-05-08,Complete
TCD,TCD.12_1,symp_screening,2020-05-08,Complete
TCD,TCD.12_1,quar_iso,2020-05-08,Complete
TCD,TCD.12_1,household_confined,2020-05-08,Complete
TCD,TCD.12_1,limited_mvt,2020-05-08,Complete
TCD,TCD.12_1,school_closed,2020-05-08,Complete
TCD,TCD.12_1,nursing_home_closed,2020-05-08,Complete
TCD,TCD.12_1,office_closed,2020-05-08,Complete
TCD,TCD.12_1,entertainment_closed,2020-05-08,Complete
TCD,TCD.12_1,restaurant_closed,2020-05-08,Complete
TCD,TCD.12_1,store_closed,2020-05-08,Complete
TCD,TCD.12_1,public_transport_closed,2020-05-08,Complete
TCD,TCD.12_1,public_space_closed,2020-05-08,Complete
TCD,TCD.12_1,social_group_limits,2020-05-08,Complete
TCD,TCD.12_1,contact_tracing,2020-05-08,Complete
TCD,TCD.12_1,testing_symp,2020-05-08,Complete
TCD,TCD.12_1,testing_asymp,2020-05-08,Complete
TCD,TCD.12_1,enforcement_deployed,2020-05-08,Complete
TCD,TCD.12_1,state_of_emergency,2020-05-08,Complete
TCD,TCD.12_1,mask,2020-05-08,Complete
TCD,TCD.11_1,closed_border,2020-05-08,Complete
TCD,TCD.11_1,symp_screening,2020-05-08,Complete
TCD,TCD.11_1,quar_iso,2020-05-08,Complete
TCD,TCD.11_1,household_confined,2020-05-08,Complete
TCD,TCD.11_1,limited_mvt,2020-05-08,Complete
TCD,TCD.11_1,school_closed,2020-05-08,Complete
TCD,TCD.11_1,nursing_home_closed,2020-05-08,Complete
TCD,TCD.11_1,office_closed,2020-05-08,Complete
TCD,TCD.11_1,entertainment_closed,2020-05-08,Complete
TCD,TCD.11_1,restaurant_closed,2020-05-08,Complete
TCD,TCD.11_1,store_closed,2020-05-08,Complete
TCD,TCD.11_1,public_transport_closed,2020-05-08,Complete
TCD,TCD.11_1,public_space_closed,2020-05-08,Complete
TCD,TCD.11_1,social_group_limits,2020-05-08,Complete
TCD,TCD.11_1,contact_tracing,2020-05-08,Complete
TCD,TCD.11_1,testing_symp,2020-05-08,Complete
TCD,TCD.11_1,testing_asymp,2020-05-08,Complete
TCD,TCD.11_1,enforcement_deployed,2020-05-08,Complete
TCD,TCD.11_1,state_of_emergency,2020-05-08,Complete
TCD,TCD.11_1,mask,2020-05-08,Complete
TCD,NA,closed_border,2020-05-08,Complete
TCD,NA,symp_screening,2020-05-08,Complete
TCD,NA,quar_iso,2020-05-08,Complete
TCD,NA,household_confined,2020-05-08,Complete
TCD,NA,limited_mvt,2020-05-08,Complete
TCD,NA,school_closed,2020-05-08,Complete
TCD,NA,nursing_home_closed,2020-05-08,Complete
TCD,NA,office_closed,2020-05-08,Complete
TCD,NA,entertainment_closed,2020-05-08,Complete
TCD,NA,restaurant_closed,2020-05-08,Complete
TCD,NA,store_closed,2020-05-08,Complete
TCD,NA,public_transport_closed,2020-05-08,Complete
TCD,NA,public_space_closed,2020-05-08,Complete
TCD,NA,social_group_limits,2020-05-08,Complete
TCD,NA,contact_tracing,2020-05-08,Complete
TCD,NA,testing_symp,2020-05-08,Complete
TCD,NA,testing_asymp,2020-05-08,Complete
TCD,NA,enforcement_deployed,2020-05-08,Complete
TCD,NA,state_of_emergency,2020-05-08,Complete
TCD,NA,mask,2020-05-08,Complete
TWN,NA,closed_border,2020-05-08,Complete
TWN,NA,symp_screening,2020-05-08,Complete
TWN,NA,quar_iso,2020-05-08,Complete
TWN,NA,household_confined,2020-05-08,Complete
TWN,NA,limited_mvt,2020-05-08,Complete
TWN,NA,school_closed,2020-05-08,Complete
TWN,NA,nursing_home_closed,2020-05-08,Incomplete
TWN,NA,office_closed,2020-05-08,Complete
TWN,NA,entertainment_closed,2020-05-08,Complete
TWN,NA,restaurant_closed,2020-05-08,Complete
TWN,NA,store_closed,2020-05-08,Complete
TWN,NA,public_transport_closed,2020-05-08,Complete
TWN,NA,public_space_closed,2020-05-08,Complete
TWN,NA,social_group_limits,2020-05-08,Complete
TWN,NA,contact_tracing,2020-05-08,Complete
TWN,NA,testing_symp,2020-05-08,Complete
TWN,NA,testing_asymp,2020-05-08,Complete
TWN,NA,enforcement_deployed,2020-05-08,Complete
TWN,NA,state_of_emergency,2020-05-08,Complete
TWN,NA,mask,2020-05-08,Complete
TWN,TWN.1_1,closed_border,2020-05-08,Complete
TWN,TWN.1_1,symp_screening,2020-05-08,Complete
TWN,TWN.1_1,quar_iso,2020-05-08,Complete
TWN,TWN.1_1,household_confined,2020-05-08,Complete
TWN,TWN.1_1,limited_mvt,2020-05-08,Complete
TWN,TWN.1_1,school_closed,2020-05-08,Complete
TWN,TWN.1_1,nursing_home_closed,2020-05-08,Complete
TWN,TWN.1_1,office_closed,2020-05-08,Complete
TWN,TWN.1_1,entertainment_closed,2020-05-08,Complete
TWN,TWN.1_1,restaurant_closed,2020-05-08,Complete
TWN,TWN.1_1,store_closed,2020-05-08,Complete
TWN,TWN.1_1,public_transport_closed,2020-05-08,Complete
TWN,TWN.1_1,public_space_closed,2020-05-08,Complete
TWN,TWN.1_1,social_group_limits,2020-05-08,Complete
TWN,TWN.1_1,contact_tracing,2020-05-08,Complete
TWN,TWN.1_1,testing_symp,2020-05-08,Complete
TWN,TWN.1_1,testing_asymp,2020-05-08,Complete
TWN,TWN.1_1,enforcement_deployed,2020-05-08,Complete
TWN,TWN.1_1,state_of_emergency,2020-05-08,Complete
TWN,TWN.1_1,mask,2020-05-08,Complete
DOM,NA,closed_border,2020-05-08,Complete
DOM,NA,symp_screening,2020-05-08,Complete
DOM,NA,quar_iso,2020-05-08,Complete
DOM,NA,household_confined,2020-05-08,Complete
DOM,NA,limited_mvt,2020-05-08,Complete
DOM,NA,school_closed,2020-05-08,Complete
DOM,NA,nursing_home_closed,2020-05-08,Complete
DOM,NA,office_closed,2020-05-08,Complete
DOM,NA,entertainment_closed,2020-05-08,Complete
DOM,NA,restaurant_closed,2020-05-08,Complete
DOM,NA,store_closed,2020-05-08,Complete
DOM,NA,public_transport_closed,2020-05-08,Complete
DOM,NA,public_space_closed,2020-05-08,Complete
DOM,NA,social_group_limits,2020-05-08,Complete
DOM,NA,contact_tracing,2020-05-08,Unsure
DOM,NA,testing_symp,2020-05-08,Complete
DOM,NA,testing_asymp,2020-05-08,Complete
DOM,NA,enforcement_deployed,2020-05-08,Complete
DOM,NA,state_of_emergency,2020-05-08,Complete
DOM,NA,mask,2020-05-08,Complete
USA,USA.25_1,closed_border,2020-05-09,Incomplete
USA,USA.25_1,symp_screening,2020-05-09,Incomplete
USA,USA.25_1,quar_iso,2020-05-09,Incomplete
USA,USA.25_1,household_confined,2020-05-09,Incomplete
USA,USA.25_1,limited_mvt,2020-05-09,Unsure
USA,USA.25_1,school_closed,2020-05-09,Incomplete
USA,USA.25_1,nursing_home_closed,2020-05-09,Incomplete
USA,USA.25_1,office_closed,2020-05-09,Unsure
USA,USA.25_1,entertainment_closed,2020-05-09,Unsure
USA,USA.25_1,restaurant_closed,2020-05-09,Unsure
USA,USA.25_1,store_closed,2020-05-09,Unsure
USA,USA.25_1,public_transport_closed,2020-05-09,Unsure
USA,USA.25_1,public_space_closed,2020-05-09,Unsure
USA,USA.25_1,social_group_limits,2020-05-09,Unsure
USA,USA.25_1,contact_tracing,2020-05-09,Unsure
USA,USA.25_1,testing_symp,2020-05-09,Unsure
USA,USA.25_1,testing_asymp,2020-05-09,Unsure
USA,USA.25_1,enforcement_deployed,2020-05-09,Unsure
USA,USA.25_1,state_of_emergency,2020-05-09,Complete
USA,USA.25_1,mask,2020-05-09,Complete
COL,COL.2_1,closed_border,2020-05-09,Complete
COL,COL.2_1,symp_screening,2020-05-09,Complete
COL,COL.2_1,quar_iso,2020-05-09,Complete
COL,COL.2_1,household_confined,2020-05-09,Complete
COL,COL.2_1,limited_mvt,2020-05-09,Complete
COL,COL.2_1,school_closed,2020-05-09,Complete
COL,COL.2_1,nursing_home_closed,2020-05-09,Complete
COL,COL.2_1,office_closed,2020-05-09,Complete
COL,COL.2_1,entertainment_closed,2020-05-09,Complete
COL,COL.2_1,restaurant_closed,2020-05-09,Complete
COL,COL.2_1,store_closed,2020-05-09,Complete
COL,COL.2_1,public_transport_closed,2020-05-09,Complete
COL,COL.2_1,public_space_closed,2020-05-09,Complete
COL,COL.2_1,social_group_limits,2020-05-09,Complete
COL,COL.2_1,contact_tracing,2020-05-09,Incomplete
COL,COL.2_1,testing_symp,2020-05-09,Incomplete
COL,COL.2_1,testing_asymp,2020-05-09,Incomplete
COL,COL.2_1,enforcement_deployed,2020-05-09,Complete
COL,COL.2_1,state_of_emergency,2020-05-09,Complete
COL,COL.2_1,mask,2020-05-09,Complete
COL,COL.14_1,closed_border,2020-05-09,Complete
COL,COL.14_1,symp_screening,2020-05-09,Complete
COL,COL.14_1,quar_iso,2020-05-09,Complete
COL,COL.14_1,household_confined,2020-05-09,Complete
COL,COL.14_1,limited_mvt,2020-05-09,Complete
COL,COL.14_1,school_closed,2020-05-09,Complete
COL,COL.14_1,nursing_home_closed,2020-05-09,Complete
COL,COL.14_1,office_closed,2020-05-09,Complete
COL,COL.14_1,entertainment_closed,2020-05-09,Complete
COL,COL.14_1,restaurant_closed,2020-05-09,Complete
COL,COL.14_1,store_closed,2020-05-09,Complete
COL,COL.14_1,public_transport_closed,2020-05-09,Complete
COL,COL.14_1,public_space_closed,2020-05-09,Complete
COL,COL.14_1,social_group_limits,2020-05-09,Complete
COL,COL.14_1,contact_tracing,2020-05-09,Incomplete
COL,COL.14_1,testing_symp,2020-05-09,Incomplete
COL,COL.14_1,testing_asymp,2020-05-09,Incomplete
COL,COL.14_1,enforcement_deployed,2020-05-09,Complete
COL,COL.14_1,state_of_emergency,2020-05-09,Complete
COL,COL.14_1,mask,2020-05-09,Complete
CHN,CHN.21_1,closed_border,2020-05-09,Complete
CHN,CHN.21_1,symp_screening,2020-05-09,Complete
CHN,CHN.21_1,quar_iso,2020-05-09,Complete
CHN,CHN.21_1,household_confined,2020-05-09,Complete
CHN,CHN.21_1,limited_mvt,2020-05-09,Complete
CHN,CHN.21_1,school_closed,2020-05-09,Complete
CHN,CHN.21_1,nursing_home_closed,2020-05-09,Complete
CHN,CHN.21_1,office_closed,2020-05-09,Complete
CHN,CHN.21_1,entertainment_closed,2020-05-09,Complete
CHN,CHN.21_1,restaurant_closed,2020-05-09,Complete
CHN,CHN.21_1,store_closed,2020-05-09,Complete
CHN,CHN.21_1,public_transport_closed,2020-05-09,Complete
CHN,CHN.21_1,public_space_closed,2020-05-09,Complete
CHN,CHN.21_1,social_group_limits,2020-05-09,Complete
CHN,CHN.21_1,contact_tracing,2020-05-09,Complete
CHN,CHN.21_1,testing_symp,2020-05-09,Complete
CHN,CHN.21_1,testing_asymp,2020-05-09,Complete
CHN,CHN.21_1,enforcement_deployed,2020-05-09,Complete
CHN,CHN.21_1,state_of_emergency,2020-05-09,Complete
CHN,CHN.21_1,mask,2020-05-09,Complete
CHN,CHN.20_1,closed_border,2020-05-09,Complete
CHN,CHN.20_1,symp_screening,2020-05-09,Complete
CHN,CHN.20_1,quar_iso,2020-05-09,Complete
CHN,CHN.20_1,household_confined,2020-05-09,Complete
CHN,CHN.20_1,limited_mvt,2020-05-09,Complete
CHN,CHN.20_1,school_closed,2020-05-09,Complete
CHN,CHN.20_1,nursing_home_closed,2020-05-09,Complete
CHN,CHN.20_1,office_closed,2020-05-09,Complete
CHN,CHN.20_1,entertainment_closed,2020-05-09,Complete
CHN,CHN.20_1,restaurant_closed,2020-05-09,Complete
CHN,CHN.20_1,store_closed,2020-05-09,Complete
CHN,CHN.20_1,public_transport_closed,2020-05-09,Complete
CHN,CHN.20_1,public_space_closed,2020-05-09,Complete
CHN,CHN.20_1,social_group_limits,2020-05-09,Complete
CHN,CHN.20_1,contact_tracing,2020-05-09,Complete
CHN,CHN.20_1,testing_symp,2020-05-09,Complete
CHN,CHN.20_1,testing_asymp,2020-05-09,Complete
CHN,CHN.20_1,enforcement_deployed,2020-05-09,Complete
CHN,CHN.20_1,state_of_emergency,2020-05-09,Complete
CHN,CHN.20_1,mask,2020-05-09,Complete
CHE,NA,closed_border,2020-05-09,Complete
CHE,NA,symp_screening,2020-05-09,Unsure
CHE,NA,quar_iso,2020-05-09,Unsure
CHE,NA,household_confined,2020-05-09,Complete
CHE,NA,limited_mvt,2020-05-09,Complete
CHE,NA,school_closed,2020-05-09,Complete
CHE,NA,nursing_home_closed,2020-05-09,Unsure
CHE,NA,office_closed,2020-05-09,Complete
CHE,NA,entertainment_closed,2020-05-09,Complete
CHE,NA,restaurant_closed,2020-05-09,Complete
CHE,NA,store_closed,2020-05-09,Complete
CHE,NA,public_transport_closed,2020-05-09,Complete
CHE,NA,public_space_closed,2020-05-09,Complete
CHE,NA,social_group_limits,2020-05-09,Complete
CHE,NA,contact_tracing,2020-05-09,Unsure
CHE,NA,testing_symp,2020-05-09,Unsure
CHE,NA,testing_asymp,2020-05-09,Unsure
CHE,NA,enforcement_deployed,2020-05-09,Complete
CHE,NA,state_of_emergency,2020-05-09,Complete
CHE,NA,mask,2020-05-09,Unsure
MAR,NA,closed_border,2020-05-09,Complete
MAR,NA,symp_screening,2020-05-09,Complete
MAR,NA,quar_iso,2020-05-09,Complete
MAR,NA,household_confined,2020-05-09,Complete
MAR,NA,limited_mvt,2020-05-09,Complete
MAR,NA,school_closed,2020-05-09,Complete
MAR,NA,nursing_home_closed,2020-05-09,Unsure
MAR,NA,office_closed,2020-05-09,Complete
MAR,NA,entertainment_closed,2020-05-09,Complete
MAR,NA,restaurant_closed,2020-05-09,Complete
MAR,NA,store_closed,2020-05-09,Complete
MAR,NA,public_transport_closed,2020-05-09,Complete
MAR,NA,public_space_closed,2020-05-09,Complete
MAR,NA,social_group_limits,2020-05-09,Complete
MAR,NA,contact_tracing,2020-05-09,Complete
MAR,NA,testing_symp,2020-05-09,Complete
MAR,NA,testing_asymp,2020-05-09,Complete
MAR,NA,enforcement_deployed,2020-05-09,Complete
MAR,NA,state_of_emergency,2020-05-09,Complete
MAR,NA,mask,2020-05-09,Complete
CHN,NA,closed_border,2020-05-09,Complete
CHN,NA,symp_screening,2020-05-09,Incomplete
CHN,NA,quar_iso,2020-05-09,Incomplete
CHN,NA,household_confined,2020-05-09,Incomplete
CHN,NA,limited_mvt,2020-05-09,Incomplete
CHN,NA,school_closed,2020-05-09,Complete
CHN,NA,nursing_home_closed,2020-05-09,Unsure
CHN,NA,office_closed,2020-05-09,Complete
CHN,NA,entertainment_closed,2020-05-09,Complete
CHN,NA,restaurant_closed,2020-05-09,Complete
CHN,NA,store_closed,2020-05-09,Complete
CHN,NA,public_transport_closed,2020-05-09,Complete
CHN,NA,public_space_closed,2020-05-09,Complete
CHN,NA,social_group_limits,2020-05-09,Complete
CHN,NA,contact_tracing,2020-05-09,Complete
CHN,NA,testing_symp,2020-05-09,Complete
CHN,NA,testing_asymp,2020-05-09,Complete
CHN,NA,enforcement_deployed,2020-05-09,Unsure
CHN,NA,state_of_emergency,2020-05-09,Unsure
CHN,NA,mask,2020-05-09,Complete
LIE,NA,closed_border,2020-05-09,Complete
LIE,NA,symp_screening,2020-05-09,Complete
LIE,NA,quar_iso,2020-05-09,Complete
LIE,NA,household_confined,2020-05-09,Complete
LIE,NA,limited_mvt,2020-05-09,Complete
LIE,NA,school_closed,2020-05-09,Complete
LIE,NA,nursing_home_closed,2020-05-09,Complete
LIE,NA,office_closed,2020-05-09,Complete
LIE,NA,entertainment_closed,2020-05-09,Complete
LIE,NA,restaurant_closed,2020-05-09,Complete
LIE,NA,store_closed,2020-05-09,Complete
LIE,NA,public_transport_closed,2020-05-09,Complete
LIE,NA,public_space_closed,2020-05-09,Complete
LIE,NA,social_group_limits,2020-05-09,Complete
LIE,NA,contact_tracing,2020-05-09,Complete
LIE,NA,testing_symp,2020-05-09,Complete
LIE,NA,testing_asymp,2020-05-09,Complete
LIE,NA,enforcement_deployed,2020-05-09,Complete
LIE,NA,state_of_emergency,2020-05-09,Complete
LIE,NA,mask,2020-05-09,Complete
LIE,LIE.4_1,closed_border,2020-05-09,Complete
LIE,LIE.4_1,symp_screening,2020-05-09,Complete
LIE,LIE.4_1,quar_iso,2020-05-09,Complete
LIE,LIE.4_1,household_confined,2020-05-09,Complete
LIE,LIE.4_1,limited_mvt,2020-05-09,Complete
LIE,LIE.4_1,school_closed,2020-05-09,Complete
LIE,LIE.4_1,nursing_home_closed,2020-05-09,Complete
LIE,LIE.4_1,office_closed,2020-05-09,Complete
LIE,LIE.4_1,entertainment_closed,2020-05-09,Complete
LIE,LIE.4_1,restaurant_closed,2020-05-09,Complete
LIE,LIE.4_1,store_closed,2020-05-09,Complete
LIE,LIE.4_1,public_transport_closed,2020-05-09,Complete
LIE,LIE.4_1,public_space_closed,2020-05-09,Complete
LIE,LIE.4_1,social_group_limits,2020-05-09,Complete
LIE,LIE.4_1,contact_tracing,2020-05-09,Complete
LIE,LIE.4_1,testing_symp,2020-05-09,Complete
LIE,LIE.4_1,testing_asymp,2020-05-09,Complete
LIE,LIE.4_1,enforcement_deployed,2020-05-09,Complete
LIE,LIE.4_1,state_of_emergency,2020-05-09,Complete
LIE,LIE.4_1,mask,2020-05-09,Complete
LIE,LIE.8_1,closed_border,2020-05-09,Complete
LIE,LIE.8_1,symp_screening,2020-05-09,Complete
LIE,LIE.8_1,quar_iso,2020-05-09,Complete
LIE,LIE.8_1,household_confined,2020-05-09,Complete
LIE,LIE.8_1,limited_mvt,2020-05-09,Complete
LIE,LIE.8_1,school_closed,2020-05-09,Complete
LIE,LIE.8_1,nursing_home_closed,2020-05-09,Complete
LIE,LIE.8_1,office_closed,2020-05-09,Complete
LIE,LIE.8_1,entertainment_closed,2020-05-09,Complete
LIE,LIE.8_1,restaurant_closed,2020-05-09,Complete
LIE,LIE.8_1,store_closed,2020-05-09,Complete
LIE,LIE.8_1,public_transport_closed,2020-05-09,Complete
LIE,LIE.8_1,public_space_closed,2020-05-09,Complete
LIE,LIE.8_1,social_group_limits,2020-05-09,Complete
LIE,LIE.8_1,contact_tracing,2020-05-09,Complete
LIE,LIE.8_1,testing_symp,2020-05-09,Complete
LIE,LIE.8_1,testing_asymp,2020-05-09,Complete
LIE,LIE.8_1,enforcement_deployed,2020-05-09,Complete
LIE,LIE.8_1,state_of_emergency,2020-05-09,Complete
LIE,LIE.8_1,mask,2020-05-09,Complete
BHR,NA,closed_border,2020-05-09,Unsure
BHR,NA,symp_screening,2020-05-09,Complete
BHR,NA,quar_iso,2020-05-09,Complete
BHR,NA,household_confined,2020-05-09,Complete
BHR,NA,limited_mvt,2020-05-09,Complete
BHR,NA,school_closed,2020-05-09,Complete
BHR,NA,nursing_home_closed,2020-05-09,Complete
BHR,NA,office_closed,2020-05-09,Complete
BHR,NA,entertainment_closed,2020-05-09,Complete
BHR,NA,restaurant_closed,2020-05-09,Complete
BHR,NA,store_closed,2020-05-09,Complete
BHR,NA,public_transport_closed,2020-05-09,Complete
BHR,NA,public_space_closed,2020-05-09,Complete
BHR,NA,social_group_limits,2020-05-09,Complete
BHR,NA,contact_tracing,2020-05-09,Unsure
